#,Keyword,Position,"Position History","Position History Date",Volume,URL,Traffic,Results,"Last Update",Difficulty,CPC,"Page URL inside"
149,"keyword planner google adwords",5,6,"2017-09-15 08:23:36",20,https://backlinko.com/google-keyword-planner,1.2,6270000,"2017-11-05 19:56:33",58,1.30,
150,"adwords research",8,,,30,https://backlinko.com/google-keyword-planner,1.2,21200000,"2017-10-01 18:59:32",79,4.50,
151,"google keyword research tool tutorial",6,,,20,https://backlinko.com/google-keyword-planner,1.2,3470000,"2017-09-24 16:29:32",24,3.00,
152,"how to use google keywords planner",3,,,10,https://backlinko.com/google-keyword-planner,1.2,8200000,"2017-10-22 09:15:57",40,,
153,"using google keyword planner for seo",3,,,10,https://backlinko.com/google-keyword-planner,1.2,1880000,"2017-10-22 12:07:50",52,,
154,"use keyword planner",6,,,20,https://backlinko.com/google-keyword-planner,1.2,3730000,"2017-10-26 13:02:27",38,,
155,"google ad words keyword planner",6,,,20,https://backlinko.com/google-keyword-planner,1.2,8150000,"2017-11-04 19:32:49",52,,
156,"google keywords planner tool",7,,,20,https://backlinko.com/google-keyword-planner,1.1,1510000,"2017-11-04 07:53:09",62,3.00,
157,"google ads keyword tool",8,,,30,https://backlinko.com/google-keyword-planner,1.1,13500000,"2017-10-30 10:41:40",49,2.50,
158,"adsense keyword planner",6,,,20,https://backlinko.com/google-keyword-planner,1.1,287000,"2017-10-28 15:41:37",59,,
159,"google keyword searching",7,,,20,https://backlinko.com/google-keyword-planner,1.1,4650000,"2017-10-27 15:42:53",81,2.50,
160,"google key word search",8,9,"2017-09-19 06:52:44",150,https://backlinko.com/google-keyword-planner,1.1,41200000,"2017-10-24 15:19:26",61,2.50,
161,"google adwords keyword research",8,,,30,https://backlinko.com/google-keyword-planner,1.1,2030000,"2017-10-31 15:07:39",80,5.00,
162,"google keywood",8,,,30,https://backlinko.com/google-keyword-planner,1.1,47400000,"2017-10-01 20:38:42",68,0.60,
163,"google keywords adword tool",8,,,30,https://backlinko.com/google-keyword-planner,1.1,509000,"2017-10-13 03:16:30",47,5.00,
164,"google keyword finder",10,,,200,https://backlinko.com/google-keyword-planner,1.1,5870000,"2017-10-07 20:45:32",77,6.00,
165,"keyword plannner",5,,,10,https://backlinko.com/google-keyword-planner,1.1,14900000,"2017-09-29 17:32:27",53,,
166,"google keywod planner",5,,,10,https://backlinko.com/google-keyword-planner,1.1,5620000,"2017-09-19 16:39:27",47,,
167,"how to find keywords on google",8,,,30,https://backlinko.com/google-keyword-planner,1.1,21200000,"2017-10-25 00:11:14",80,0.30,
168,"google keyowrd planner",5,,,10,https://backlinko.com/google-keyword-planner,1.1,5430000,"2017-10-28 23:19:13",58,,
169,"""google keyword planner""",5,,,10,https://backlinko.com/google-keyword-planner,1.1,502000,"2017-11-06 08:34:58",58,,
170,"google adsense keyword tool",9,,,30,https://backlinko.com/google-keyword-planner,1.1,504000,"2017-10-30 10:34:45",70,20.00,
171,"search for new keyword and ad group ideas",7,,,20,https://backlinko.com/google-keyword-planner,1.1,1780000,"2017-10-19 09:38:03",13,,
172,"google keyword planner tools",7,,,20,https://backlinko.com/google-keyword-planner,1.0,2050000,"2017-09-17 21:33:00",49,,
173,"google adwords keyword research tool",9,,,30,https://backlinko.com/google-keyword-planner,1.0,7790000,"2017-10-15 23:16:24",59,6.00,
174,"adwords planner",9,8,"2017-10-04 09:44:41",450,https://backlinko.com/google-keyword-planner,1.0,583000,"2017-10-20 08:55:12",55,7.00,
175,"google’s keyword tool",9,,,30,https://backlinko.com/google-keyword-planner,0.99,782000,"2017-09-17 04:57:09",58,,
176,"google key word planer",6,,,20,https://backlinko.com/google-keyword-planner,0.99,5320000,"2017-11-01 06:33:20",66,,
177,"google keyword planner average monthly searches",6,,,20,https://backlinko.com/google-keyword-planner,0.99,65600,"2017-11-01 10:19:12",12,,
178,"google words tool",10,,,40,https://backlinko.com/google-keyword-planner,0.98,266000000,"2017-10-26 18:04:38",50,0.80,
179,"how to use google keyword planner 2017",5,,,10,https://backlinko.com/google-keyword-planner,0.97,6680000,"2017-10-28 10:33:34",11,,
180,"search terms google",10,,,300,https://backlinko.com/google-keyword-planner,0.96,762000000,"2017-10-13 16:50:12",70,9.00,
181,"planner keywords",7,,,20,https://backlinko.com/google-keyword-planner,0.96,21400000,"2017-09-23 21:59:14",57,0.80,
182,"keyword ad planner",7,,,20,https://backlinko.com/google-keyword-planner,0.96,572000,"2017-10-01 19:05:56",46,3.00,
183,"google adwords key planner",6,,,20,https://backlinko.com/google-keyword-planner,0.95,667000,"2017-10-04 23:22:01",49,,
184,"using google adwords to find keywords",5,6,"2017-09-17 00:44:12",10,https://backlinko.com/google-keyword-planner,0.91,2740000,"2017-11-05 15:12:12",31,4.50,
185,"adwords keywords planner",5,,,10,https://backlinko.com/google-keyword-planner,0.91,395000,"2017-11-05 08:07:55",58,3.50,
186,"google keyword ideas",10,,,40,https://backlinko.com/google-keyword-planner,0.91,12600000,"2017-09-24 20:35:01",78,3.00,
187,"google keyword adwords tool",9,,,30,https://backlinko.com/google-keyword-planner,0.89,3260000,"2017-11-06 00:29:55",49,5.00,
188,"keyword research tools google",9,,,30,https://backlinko.com/google-keyword-planner,0.89,29200000,"2017-10-26 02:46:19",61,2.50,
189,"google keyword planne",5,,,10,https://backlinko.com/google-keyword-planner,0.88,5420000,"2017-10-20 12:28:23",57,,
190,"google keyword planner.",5,,,10,https://backlinko.com/google-keyword-planner,0.88,5570000,"2017-10-23 12:00:46",57,,
191,"keyword planner adwords",6,,,250,https://backlinko.com/google-keyword-planner,0.87,433000,"2017-10-25 07:48:20",57,5.00,
192,"googles keyword planner",6,,,10,https://backlinko.com/google-keyword-planner,0.87,5330000,"2017-09-24 20:19:42",58,,
193,"keyword planner",5,,,88000,https://backlinko.com/google-keyword-planner,0.87,10700000,"2017-11-05 03:06:40",65,5.00,
194,"use google adwords keyword tool",10,,,30,https://backlinko.com/google-keyword-planner,0.85,4650000,"2017-09-29 14:57:47",48,4.00,
195,"keyword google planner",6,,,10,https://backlinko.com/google-keyword-planner,0.82,5270000,"2017-10-27 10:28:03",58,,
196,"google keyword research tools",8,,,20,https://backlinko.com/google-keyword-planner,0.81,30700000,"2017-11-04 18:37:52",83,5.00,
197,"keyword popularity google",10,,,30,https://backlinko.com/google-keyword-planner,0.79,5720000,"2017-09-24 23:44:04",48,2.50,
198,"google keyword planner exact match",7,13,"2017-09-13 01:55:32",20,https://backlinko.com/google-keyword-planner,0.79,310000,"2017-11-05 13:11:13",12,,
199,"adword research",8,,,20,https://backlinko.com/google-keyword-planner,0.78,335000,"2017-11-01 19:25:20",61,13.00,
200,"adwords key planner",6,,,10,https://backlinko.com/google-keyword-planner,0.78,433000,"2017-10-19 15:32:32",46,2.50,
201,"google search word tool",10,,,30,https://backlinko.com/google-keyword-planner,0.77,117000000,"2017-09-22 23:21:39",60,1.40,
202,"google ad words keyword tool",10,,,30,https://backlinko.com/google-keyword-planner,0.76,2790000,"2017-11-06 01:26:02",81,1.70,
203,"google adwords find keywords",8,,,20,https://backlinko.com/google-keyword-planner,0.76,3730000,"2017-10-30 13:20:55",68,7.00,
204,"google kewords",7,,,20,https://backlinko.com/google-keyword-planner,0.76,148000000,"2017-09-22 17:39:28",63,0.70,
205,"google adwords planning tool",6,,,10,https://backlinko.com/google-keyword-planner,0.73,2790000,"2017-10-20 05:55:21",51,,
206,"how to use google adwords to find keywords",6,,,10,https://backlinko.com/google-keyword-planner,0.73,16300000,"2017-11-03 20:39:28",38,14.00,
207,"googleadwords keyword tool",10,,,30,https://backlinko.com/google-keyword-planner,0.70,2660000,"2017-09-22 07:01:09",48,6.00,
208,googleplanner,7,,,10,https://backlinko.com/google-keyword-planner,0.70,58200000,"2017-10-15 03:45:02",61,,
209,"key word planner tool",6,,,10,https://backlinko.com/google-keyword-planner,0.68,532000,"2017-10-23 10:18:57",61,,
210,"google keywor",7,,,10,https://backlinko.com/google-keyword-planner,0.68,53900000,"2017-10-21 05:00:06",66,0.60,
211,"research keywords google",6,,,10,https://backlinko.com/google-keyword-planner,0.66,185000000,"2017-11-03 16:22:02",81,0.40,
212,"keyword planner login",7,,,10,https://backlinko.com/google-keyword-planner,0.66,522000,"2017-10-18 14:51:59",81,,
