#,Keyword,Position,"Position History","Position History Date",Volume,URL,Traffic,Results,"Last Update",Difficulty,CPC,"Page URL inside"
104,"create backlinks for seo",8,,,10,https://backlinko.com/17-untapped-backlink-sources,0.52,8360000,"2017-10-23 11:06:29",67,11.00,
105,"backlinking services",7,,,10,https://backlinko.com/17-untapped-backlink-sources,0.49,777000,"2017-10-27 11:10:17",52,6.00,
106,"i need backlinks",7,,,10,https://backlinko.com/17-untapped-backlink-sources,0.48,30100000,"2017-10-15 12:40:18",45,1.40,
107,"creating backlinks for seo",9,,,20,https://backlinko.com/17-untapped-backlink-sources,0.47,4120000,"2017-10-31 23:25:17",69,,
108,"backlink strategies",8,,,10,https://backlinko.com/17-untapped-backlink-sources,0.46,432000,"2017-10-22 11:02:35",67,,
109,"backlinks for website traffic",8,,,10,https://backlinko.com/17-untapped-backlink-sources,0.40,7890000,"2017-10-15 12:13:17",55,7.00,
110,"high authority sites",9,,,10,https://backlinko.com/17-untapped-backlink-sources,0.36,305000000,"2017-10-18 08:37:51",30,,
111,"how to create backlinks to your site for free",10,,,10,https://backlinko.com/17-untapped-backlink-sources,0.27,3040000,"2017-10-09 03:05:56",33,8.00,
112,"how to get links to your site",10,,,10,https://backlinko.com/17-untapped-backlink-sources,0.25,91900000,"2017-10-10 17:14:28",66,,
113,"what does a backlink look like",3,,,10,https://backlinko.com/17-untapped-backlink-sources,0.11,2010000,"2017-10-20 15:22:40",33,,"Image pack"
114,backlinco,1,,,10,https://backlinko.com/17-untapped-backlink-sources,0.09,164000,"2017-10-31 04:51:30",26,,"Site links"
115,backlinko.com,1,,,20,https://backlinko.com/17-untapped-backlink-sources,0.08,168000,"2017-11-06 09:10:56",38,,"Site links"
